"NC Item Register",3/22/10,,,,,,
"Food Bank of Central & Eastern North Carolina",,,,,,,
,,,,,,,
,,,,,,,
"Item Register: Source Code: ITEMJNL",,,,,,,
"Item Ledger Entry: Posting Date: 07/01/09..02/28/10, Entry Type: Negative Adjmt.",,,,,,,
,,,,,,,
"Journal Batch Name","Item No.","Description","Posting Date","Entry Type","Document No.","Quantity","Total Weight"
"WASTE","PR09003","LEAFY GREEN & BAGGED SALAD - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-825,-825
"WASTE","PR09002","VEGETABLES - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-715,-715
"WASTE","PR09002","VEGETABLES - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-636,-636
"WASTE","SA10001","SALVAGE - WEIGH",1/29/10,"Negative Adjmt.","WASTE",-615,-615
"WASTE","PR09003","LEAFY GREEN & BAGGED SALAD - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-590,-590
"WASTE","FP09009","CUT OKRA 12/10 OZ BAGS",1/29/10,"Negative Adjmt.","RAL JAN",-59,-472
"WASTE","PR09003","LEAFY GREEN & BAGGED SALAD - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-420,-420
"WASTE","PR09002","VEGETABLES - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-405,-405
"WASTE","PR09002","VEGETABLES - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-365,-365
"WASTE","PR09003","LEAFY GREEN & BAGGED SALAD - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-330,-330
"WASTE","FM09008","OSCAR MAYER MINI CHEESE FRANKS 8/10 OZ",1/29/10,"Negative Adjmt.","RAL JAN",-42,-252
"WASTE","PR09003","LEAFY GREEN & BAGGED SALAD - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-235,-235
"WASTE","PR09003","LEAFY GREEN & BAGGED SALAD - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-235,-235
"WASTE","PR09002","VEGETABLES - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-195,-195
"WASTE","BR10001","BREAD AND BAKED GOODS - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-137,-137
"WASTE","PF10001","PREPARED SALADS (COMP) - WEIGH",1/29/10,"Negative Adjmt.","WASTE",-136,-136
"WASTE","PF09001","PREPARED SALADS - WEIGH",1/29/10,"Negative Adjmt.","WASTE",-123,-123
"WASTE","MI10001","MISC. FOOD - WEIGH",1/29/10,"Negative Adjmt.","DENTED CANS",-97,-97
"WASTE","NF09039","Wal-Mart Non Food Products Weigh",1/29/10,"Negative Adjmt.","RAL JAN",-85,-85
"WASTE","CL09051","CLOROX BLEACH 6/96 OZ",1/29/10,"Negative Adjmt.","SPILL",-1,-45
"WASTE","PR10001","FRESH PRODUCE - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-37,-37
"WASTE","PU09009","SPAGHETTI SAUCE 24/15 OZ",1/29/10,"Negative Adjmt.","RAL JAN",-1,-26
"WASTE","FM09008","OSCAR MAYER MINI CHEESE FRANKS 8/10 OZ",1/29/10,"Negative Adjmt.","RAL JAN",-4,-24
"WASTE","FM09008","OSCAR MAYER MINI CHEESE FRANKS 8/10 OZ",1/29/10,"Negative Adjmt.","RAL JAN",-4,-24
"WASTE","FM09008","OSCAR MAYER MINI CHEESE FRANKS 8/10 OZ",1/29/10,"Negative Adjmt.","RAL JAN",-4,-24
"WASTE","PR09003","LEAFY GREEN & BAGGED SALAD - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-24,-24
"WASTE","PR10001","FRESH PRODUCE - WEIGH",1/29/10,"Negative Adjmt.","RAL JAN",-15,-15
"WASTE","FM09008","OSCAR MAYER MINI CHEESE FRANKS 8/10 OZ",1/29/10,"Negative Adjmt.","RAL JAN",-2,-12
"WASTE","FM09008","OSCAR MAYER MINI CHEESE FRANKS 8/10 OZ",1/29/10,"Negative Adjmt.","RAL JAN",-2,-12
"WASTE","EN09009","HEAT AND EAT MEALS - WEIGH",1/29/10,"Negative Adjmt.","WASTE",-9,-9
"WASTE","MI10001","MISC. FOOD - WEIGH",1/31/10,"Negative Adjmt.","WASTE",-343,-343
"WASTE","BR09011","GRAHAM CRACKER PIE CRUST 24/6 OZ",1/31/10,"Negative Adjmt.","EXP",-10,-100
"WASTE","RM10001","RETAIL MEAT - WEIGH",1/31/10,"Negative Adjmt.","WASTE",-99,-99
"WASTE","FP10001","FROZEN PRODUCT ASST. - WEIGH",1/31/10,"Negative Adjmt.","WASTE",-90,-90
"WASTE","BV09018","MILK SHELF STABLE 12/32 OZ",1/31/10,"Negative Adjmt.","EXP",-3,-78
"WASTE","BV09018","MILK SHELF STABLE 12/32 OZ",1/31/10,"Negative Adjmt.","EXP",-3,-78
"WASTE","FP10001","FROZEN PRODUCT ASST. - WEIGH",1/31/10,"Negative Adjmt.","WASTE",-72,-72
"WASTE","BV09018","MILK SHELF STABLE 12/32 OZ",1/31/10,"Negative Adjmt.","EXP",-2,-52
"WASTE","BV09018","MILK SHELF STABLE 12/32 OZ",1/31/10,"Negative Adjmt.","EXP",-2,-52
"WASTE","BF09007","BEACH NUT CHICKEN & CHEESY POTATOES 12/6 OZ",1/31/10,"Negative Adjmt.","EXP",-4,-24
"WASTE","SK10004","ANDY CAPPS CHEDDAR FRIES 30/3.5 OZ",1/31/10,"Negative Adjmt.","WASTE",-2,-16
"WASTE","CD09047","KORMA SIMMER CURRY SAUCE 6/12 OZ",1/31/10,"Negative Adjmt.","EXP",-2,-14
"WASTE","EN09012","KRAFT CREAMY MUSHROOM BISTRO DELUXE 12/10 OZ",1/31/10,"Negative Adjmt.","EXP",-1,-8
"WASTE","TF370","MILK UHT 12/32 OZ",2/3/10,"Negative Adjmt.","TEFAP",-15,-375
"WASTE","PU09005","UHT MILK 12/32 OZ",2/11/10,"Negative Adjmt.","WASTE",-3,-81
"WASTE","HC09008","TOOTHPASTE ASSORTED - WEIGH",2/11/10,"Negative Adjmt.","WASTE",-24,-24
"WASTE","EN09008","MEALS, HEAT & EAT 12 Meals/case",2/11/10,"Negative Adjmt.","WASTE",-1,-21
"WASTE","SA09001","SALVAGE - WEIGH",2/12/10,"Negative Adjmt.","WASTE",-121,-121
"WASTE","SA09001","SALVAGE - WEIGH",2/12/10,"Negative Adjmt.","WASTE",-121,-121
"WASTE","CD09025","BOSTON MARKET BEEF GRAVY 6/12 OZ",2/12/10,"Negative Adjmt.","WASTE",-1,-7
"WASTE","RM10001","RETAIL MEAT - WEIGH",2/15/10,"Negative Adjmt.","WASTE",-294,-294
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",2/15/10,"Negative Adjmt.","WASTE",-120,-120
"WASTE","CD09021","CARNATION EVAPORATED MILK - WEIGH",2/18/10,"Negative Adjmt.","WASTE",-390,-390
"WASTE","BR09009","SOUTHERN HOME GRAHAM PIE CRUST 12/9 OZ",2/18/10,"Negative Adjmt.","EXP",-46,-322
"WASTE","MI09006","PENROSE RED HOT PICKLED SAUSAGE 12/9.1 OZ",2/18/10,"Negative Adjmt.","EXP",-18,-306
"WASTE","CD09045","FETA VINAIGRETTE SALAD DRESSING 6/24 OZ",2/18/10,"Negative Adjmt.","EXP",-19,-247
"WASTE","CD09029","SPAGHETTI SAUCE 6/#10 SZ",2/18/10,"Negative Adjmt.","WASTE",-4,-168
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",2/18/10,"Negative Adjmt.","WASTE",-167,-167
"WASTE","SA10001","SALVAGE - WEIGH",2/18/10,"Negative Adjmt.","WASTE",-88,-88
"WASTE","SD09005","GLUCERNA - WEIGH",2/18/10,"Negative Adjmt.","EXP",-88,-88
"WASTE","SK09120","SNACKS ASST. - WEIGH",2/18/10,"Negative Adjmt.","WASTE",-60,-60
"WASTE","NF10001","NON-FOOD MISC. PRODUCT - WEIGH",2/18/10,"Negative Adjmt.","WASTE",-53,-53
"WASTE","SK10011","NUTRITION BARS ASST. - WEIGH",2/18/10,"Negative Adjmt.","WASTE",-41,-41
"WASTE","PU09005","UHT MILK 12/32 OZ",2/18/10,"Negative Adjmt.","WASTE",-1,-27
"WASTE","CD09021","CARNATION EVAPORATED MILK - WEIGH",2/18/10,"Negative Adjmt.","WASTE",-22,-22
"WASTE","MI09005","MISC. FOOD PRODUCT - WEIGH",2/24/10,"Negative Adjmt.","WASTE",-350,-350
"WASTE","MI09005","MISC. FOOD PRODUCT - WEIGH",2/24/10,"Negative Adjmt.","WASTE",-289,-289
"WASTE","MI09005","MISC. FOOD PRODUCT - WEIGH",2/24/10,"Negative Adjmt.","WASTE",-175,-175
"WASTE","CE10003","QUAKER TOASTED OATMEAL SQUARES CEREAL 2/29 OZ",2/25/10,"Negative Adjmt.","EXP",-184,-736
"WASTE","VC10003","SWANSON CHICKEN BROTH 12/32 OZ",2/25/10,"Negative Adjmt.","EXP",-22,-550
"WASTE","JU09031","TROPICANA ORANGE TANGERINE 8/64 OZ",2/25/10,"Negative Adjmt.","EXP",-15,-540
"WASTE","VC10003","SWANSON CHICKEN BROTH 12/32 OZ",2/25/10,"Negative Adjmt.","EXP",-15,-375
"WASTE","PF10001","PREPARED SALADS (COMP) - WEIGH",2/25/10,"Negative Adjmt.","WASTE",-300,-300
"WASTE","CD10003","HUNT'S KETCHUP PACKETS (COMP) 1000/.32 OZ",2/25/10,"Negative Adjmt.","WASTE",-12,-264
"WASTE","PR10003","WHITE POTATOES - WEIGH",2/25/10,"Negative Adjmt.","WASTE",-105,-105
"WASTE","PR10001","FRESH PRODUCE - WEIGH",2/25/10,"Negative Adjmt.","WASTE",-67,-67
"WASTE","EG10001","EGGS Grade B small - dozen",2/25/10,"Negative Adjmt.","WASTE",-20,-40
"WASTE","RM10001","RETAIL MEAT - WEIGH",2/25/10,"Negative Adjmt.","WASTE",-5,-5
"WASTE","CE10003","QUAKER TOASTED OATMEAL SQUARES CEREAL 2/29 OZ",2/25/10,"Negative Adjmt.","WASTE",-1,-4
"WASTE","VC10001","BRUCE FOODS ASST. VEGGIES (COMP) - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-20525,-20525
"WASTE","DY10001","DAIRY ASSORTED (COMP) - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-8315,-8315
"WASTE","SA10001","SALVAGE - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-5515,-5515
"WASTE","VC10001","BRUCE FOODS ASST. VEGGIES (COMP) - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-5055,-5055
"WASTE","PR10001","FRESH PRODUCE - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-4325,-4325
"WASTE","PF10001","PREPARED SALADS (COMP) - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-3645,-3645
"WASTE","PR10001","FRESH PRODUCE - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-2969,-2969
"WASTE","PR10002","SWEET POTATOES - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-2640,-2640
"WASTE","PR10002","SWEET POTATOES - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-2640,-2640
"WASTE","PR10001","FRESH PRODUCE - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-1966,-1966
"WASTE","DY09013","ORIGINAL RICOTTA CHEESE 12/3 LBS",2/26/10,"Negative Adjmt.","RAL FEB",-46,-1702
"WASTE","SA10001","SALVAGE - WEIGH",2/26/10,"Negative Adjmt.","SL",-1515,-1515
"WASTE","EG10001","EGGS Grade B small - dozen",2/26/10,"Negative Adjmt.","RAL FEB",-680,-1360
"WASTE","PF10001","PREPARED SALADS (COMP) - WEIGH",2/26/10,"Negative Adjmt.","SL",-940,-940
"WASTE","MI10001","MISC. FOOD - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-815,-815
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",2/26/10,"Negative Adjmt.","WASTE",-378,-378
"WASTE","CD09029","SPAGHETTI SAUCE 6/#10 SZ",2/26/10,"Negative Adjmt.","SL",-8,-336
"WASTE","CE10003","QUAKER TOASTED OATMEAL SQUARES CEREAL 2/29 OZ",2/26/10,"Negative Adjmt.","WASTE",-72,-288
"WASTE","CD10007","KRAFT SPREADS ASST. (COMP) WEIGH",2/26/10,"Negative Adjmt.","SL",-248,-248
"WASTE","TF370","MILK UHT 12/32 OZ",2/26/10,"Negative Adjmt.","TEFAP",-8,-200
"WASTE","TF403","APRICOTS 24/#300 SZ",2/26/10,"Negative Adjmt.","TEFAP",-7,-182
"WASTE","MI09005","MISC. FOOD PRODUCT - WEIGH",2/26/10,"Negative Adjmt.","WASTE",-176,-176
"WASTE","PR10001","FRESH PRODUCE - WEIGH",2/26/10,"Negative Adjmt.","SL",-176,-176
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",2/26/10,"Negative Adjmt.","WASTE",-161,-161
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",2/26/10,"Negative Adjmt.","WASTE",-159,-159
"WASTE","RM10001","RETAIL MEAT - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-150,-150
"WASTE","BR10001","BREAD AND BAKED GOODS - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-135,-135
"WASTE","KCFP026","KIDS CAFE BREADED CHICKEN PATTIES 2/5 LB.",2/26/10,"Negative Adjmt.","KIDS CAFE",-13,-130
"WASTE","KCFP028","KIDS CAFE TURKEY BURGER PATTIES 30/5.33 OZ",2/26/10,"Negative Adjmt.","KIDS CAFE",-13,-130
"WASTE","KCFP027","KIDS CAFE GRILLED CHICKEN BREAST 53/3 OZ",2/26/10,"Negative Adjmt.","KIDS CAFE",-13,-130
"WASTE","KCFP025","KIDS CAFE CHICKEN NUGGETS 2/5 LB.",2/26/10,"Negative Adjmt.","KIDS CAFE",-11,-110
"WASTE","VC09001","BRUCE FOOD ASST. VEGETABLES - WEIGH",2/26/10,"Negative Adjmt.","WASTE",-100,-100
"WASTE","BV10001","SODAS NON DIET ASST. - WEIGH",2/26/10,"Negative Adjmt.","SL",-100,-100
"WASTE","BPPR001","BACK PACK FRESH FRUIT & VEGETABLES WEIGHT",2/26/10,"Negative Adjmt.","RAL FEB",-85,-85
"WASTE","KCFP024","KIDS CAFE SALISBURY STEAK 32/5 OZ",2/26/10,"Negative Adjmt.","KIDS CAFE",-7,-70
"WASTE","TF412","PEACHES 24/#300 SZ",2/26/10,"Negative Adjmt.","TEFAP",-2,-52
"WASTE","MI10001","MISC. FOOD - WEIGH",2/26/10,"Negative Adjmt.","RAL FEB",-50,-50
"WASTE","JU09026","APPLE JUICE 8/13.5 OZ",2/26/10,"Negative Adjmt.","SL",-6,-48
"WASTE","BR10001","BREAD AND BAKED GOODS - WEIGH",2/26/10,"Negative Adjmt.","SL",-40,-40
"WASTE","TF407","CORN 24/#300 SZ",2/26/10,"Negative Adjmt.","TEFAP",-1,-28
