"Daily Invoicing Report",3/12/10,,,,,,,
"Food Bank of Central & Eastern North Carolina",,,,,,,,
,,,,,,,,
,,,,,,,,
"Posting Date: 07/01/09..02/28/10, Location Code: MAIN",,,,,,,,
"Invoice Number","Invoice Date","Bill-to Agency No.","Name","Agency County","Shipment Method Code","Shipping Agent Code","Gross Weight","Amount Including Tax"
"G09-03030-1",12/17/09,1333,"Operation Sunshine, Inc","PITT","I-SHP","PKUP",5,0.9
"G09-03029-1",12/17/09,1306,"Sheila's Haven, Inc","CRAVEN","I-SHP","PKUP",9,1.62
"S09-03000-1",12/17/09,1378,"Pinetree Community Services","MOORE","I-SHP","PKUP",13,1.53
"R09-08886-1",12/17/09,1422,"Ministerio Bethel, Inc","LEE","I-SHP","PKUP",13,0
"D09-04186-1",12/17/09,614,"Friends of Orange County DSS","ORANGE","I-SHP","PKUP",44,5.04
"S09-02992-1",12/17/09,1378,"Pinetree Community Services","MOORE","I-SHP","PKUP",52,7.38
"D09-04190-1",12/17/09,1513,"Partners For Youth","DURHAM","I-SHP","PKUP",53,7.29
"S09-02994-1",12/17/09,1378,"Pinetree Community Services","MOORE","I-SHP","PKUP",67,8.19
"S09-03003-1",12/17/09,1454,"BP - St. Joseph of the Pines","MOORE","I-SHP","PKUP",84,125.76
"W09-01877-1",12/17/09,"WL148","Help Mission/Whiteville","COLUMBUS","I-SHP","PKUP",92,0
"R09-08785-1",12/17/09,1112,"Transplant Recipient","WAKE","I-SHP","PKUP",107,9.63
"G09-03031-1",12/17/09,1333,"Operation Sunshine, Inc","PITT","I-SHP","PKUP",107,9.63
"W09-01876-1",12/17/09,"WL148","Help Mission/Whiteville","COLUMBUS","I-SHP","PKUP",114,57.62
"D09-04187-1",12/17/09,1455,"BP - Communities in Schools of","DURHAM","I-SHP","PKUP",124,170
"S09-02991-1",12/17/09,1378,"Pinetree Community Services","MOORE","I-SHP","PKUP",141,14.04
"S09-02993-1",12/17/09,1378,"Pinetree Community Services","MOORE","I-SHP","PKUP",158,10.52
"G09-03033-1",12/17/09,1223,"Bibleway Church of God in","LENOIR","I-SHP","PKUP",185,29.34
"S09-02995-1",12/17/09,72,"RHA Health Services, Inc. -","MOORE","I-SHP","PKUP",186,20.61
"R09-08778-1",12/17/09,1226,"Chatham County Group Homes","CHATHAM","I-SHP","PKUP",189,21.15
"G09-03042-1",12/17/09,1589,"Living Waters Ministries of","EDGECOMBE","I-SHP","PKUP",198,34.8
"R09-08775-1",12/17/09,1205,"Chatham County Group Homes","CHATHAM","I-SHP","PKUP",199,19.39
"D09-04183-1",12/17/09,494,"Mt. Zion Christian Church","DURHAM","I-SHP","PKUP",203,17.46
"D09-04182-1",12/17/09,776,"Salvation Boys and Girls Club","DURHAM","I-SHP","PKUP",209,37.62
"S09-02996-1",12/17/09,72,"RHA Health Services, Inc. -","MOORE","I-SHP","PKUP",212,26.96
"D09-04179-1",12/17/09,1669,"Destiny Church of God","CHATHAM","I-SHP","PKUP",232,88.64
"D09-04177-1",12/17/09,1629,"Mt. Sylvan United Methodist","DURHAM","I-SHP","PKUP",244,73.34
"D09-04180-1",12/17/09,1324,"Freedom House/ Durham Houses","DURHAM","I-SHP","PKUP",275,46.71
"D09-04181-1",12/17/09,75,"Inter-Faith Council/","ORANGE","I-SHP","PKUP",283,15.48
"R09-08797-1",12/17/09,1697,"A Sound of Abundance","HARNETT","I-SHP","PKUP",299,10.26
"R09-08786-1",12/17/09,995,"Pleasant Plain Free Will","JOHNSTON","I-SHP","PKUP",313,84.29
"G09-03027-1",12/17/09,269,"Wilson County Interfaith","WILSON","I-SHP","PKUP",340,54.18
"R09-08759-1",12/17/09,1508,"Community of Hope Ministries","WAKE","I-SHP","PKUP",341,21.42
"R09-08762-1",12/17/09,505,"Church Of God Of Prophecy","WAKE","I-SHP","PKUP",348,43.47
"S09-02997-1",12/17/09,668,"Outreach for Jesus","RICHMOND","I-SHP","PKUP",355,73.19
"G09-03028-1",12/17/09,1306,"Sheila's Haven, Inc","CRAVEN","I-SHP","PKUP",360,47.76
"W09-01873-1",12/17/09,"WL336","Ashley Center","NEWHANOVER","I-SHP","PKUP",389,65.34
"W09-01874-1",12/17/09,"WL392","BP - Communities in Schools of","NEWHANOVER","I-SHP","PKUP",410,36.9
"D09-04176-1",12/17/09,765,"Mt. Zion Christian Church/","VANCE","I-SHP","PKUP",420,61.47
"D09-04185-1",12/17/09,212,"Orange Congregations Mission","ORANGE","I-SHP","PKUP",423,39.96
"R09-08761-1",12/17/09,1684,"Crosspointe Ministries, Inc.","NASH","I-SHP","PKUP",456,271.67
"R09-08756-1",12/17/09,686,"Immanuel Temple SDA church","DURHAM","I-SHP","PKUP",457,46.08
"R09-08774-1",12/17/09,1205,"Chatham County Group Homes","CHATHAM","I-SHP","PKUP",466,49.59
"S09-02989-1",12/17/09,1431,"Jerusalem United Methodist","SCOTLAND","I-SHP","PKUP",500,60.36
"G09-03038-1",12/17/09,113,"Holy Mission Church of God","EDGECOMBE","I-SHP","PKUP",501,41.13
"R09-08783-1",12/17/09,1470,"My Father's House","HALIFAX","I-SHP","PKUP",587,46.2
"R09-08777-1",12/17/09,2,"PLM Families Together Inc.","WAKE","I-SHP","PKUP",589,285.77
"R09-08770-1",12/17/09,1182,"The Light of Life Ministry","WAKE","I-SHP","PKUP",610,34.39
"R09-08760-1",12/17/09,1460,"Alice Graham New Horizons, Inc","WAYNE","I-SHP","PKUP",642,132.48
"R09-08755-1",12/17/09,1422,"Ministerio Bethel, Inc","LEE","I-SHP","PKUP",644,89.04
"R09-08791-1",12/17/09,1343,"Flowing Waters World Outreach","JOHNSTON","I-SHP","PKUP",671,77.05
"R09-08753-1",12/17/09,467,"Christian Fellowship Home-","WAKE","I-SHP","PKUP",675,104.94
"R09-08752-1",12/17/09,1582,"Glory Cloud & Fire Ministries","FRANKLIN","I-SHP","PKUP",718,0
"R09-08779-1",12/17/09,1202,"St. Andrews Christian Church","WAYNE","I-SHP","PKUP",731,58.68
"D09-04178-1",12/17/09,1382,"Source Force","ORANGE","I-SHP","PKUP",746,28.08
"R09-08790-1",12/17/09,1591,"Knightdale Church of God","WAKE","I-SHP","PKUP",756,75.77
"R09-08771-1",12/17/09,1182,"The Light of Life Ministry","WAKE","I-TEFR","PKUP",844,0
"R09-08776-1",12/17/09,1145,"Joseph's Hand","WAKE","I-SHP","PKUP",862,48.42
"S09-03001-1",12/17/09,596,"The Chapel of Jesus Christ","HOKE","I-SHP","PKUP",897,54.25
"R09-08758-1",12/17/09,1603,"The Rising Sun Church of","HARNETT","I-TEFR","PKUP",910,0
"R09-08784-1",12/17/09,1635,"Cathedral of Jesus Church of","WAKE","I-SHP","PKUP",926,100.6
"W09-01878-1",12/17/09,"DI021","Direct Dist. -- New Hanover","NEWHANOVER","I-PKUP","PKUP",972,0
"R09-08754-1",12/17/09,602,"Potter's Wheel Ministries","DUPLIN","I-SHP","PKUP",1113,153.5
"S09-02990-1",12/17/09,1321,"Emmanuel Ministries Church","RICHMOND","I-SHP","PKUP",1134,131.49
"R09-08763-1",12/17/09,1571,"Gregg Court Apartments","NASH","I-SHP","PKUP",1181,114.67
"G09-03032-1",12/17/09,254,"Zion Chapel Senior Food Serv","PITT","I-SHP","PKUP",1182,148.14
"S09-03002-1",12/17/09,280,"Sandhills - Moore Coalition","MOORE","I-SHP","PKUP",1309,70.44
"R09-08757-1",12/17/09,1603,"The Rising Sun Church of","HARNETT","I-SHP","PKUP",1333,278.94
"W09-01875-1",12/17/09,"WL297","Upper Room Praise &","NEWHANOVER","I-SHP","PKUP",1336,179.64
"R09-08769-1",12/17/09,1156,"Child Evangelism Fellowship","WAKE","I-SHP","PKUP",1340,111.71
"S09-02998-1",12/17/09,1405,"Grace Community Center -","MOORE","I-SHP","PKUP",1509,41.67
"R09-08795-1",12/17/09,1640,"Brown Bag Ministry","WAKE","I-SHP","PKUP",1511,177.08
"D09-04184-1",12/17/09,1307,"Young Memorial United Holy","VANCE","I-DEL","BRN",1562,0
"R09-08781-1",12/17/09,1342,"White Oak Foundation","WAKE","I-TEFR","PKUP",1609,0
"R09-08767-1",12/17/09,1104,"Angier Area Food Pantry","HARNETT","I-TEFR","PKUP",1624,0
"R09-08750-1",12/17/09,848,"Community Helpers Service","WAKE","I-TEFR","FBNC",1678,0
"R09-08796-1",12/17/09,1417,"Bear Swamp Baptist Church","HALIFAX","I-SHP","PKUP",1771,150.93
"R09-08765-1",12/17/09,192,"Gethsemane 7th Day","WAKE","I-SHP","PKUP",1788,65.09
"D09-04188-1",12/17/09,1515,"The River","DURHAM","I-SHP","PKUP",1813,169.29
"R09-08772-1",12/17/09,424,"Bread Basket/Sanford Soup","LEE","I-SHP","PKUP",1846,170.65
"R09-08764-1",12/17/09,1571,"Gregg Court Apartments","NASH","I-TEFR","PKUP",1875,0
"R09-08787-1",12/17/09,1234,"Progressive Teamwork Outreach","WAKE","I-SHP","PKUP",1878,288
"D09-04175-1",12/17/09,1298,"Greater Ransom Way of Cross","VANCE","I-SHP","PKUP",1923,155.16
"R09-08768-1",12/17/09,1104,"Angier Area Food Pantry","HARNETT","I-SHP","PKUP",1981,167.04
"R09-08792-1",12/17/09,1343,"Flowing Waters World Outreach","JOHNSTON","I-TEFR","PKUP",2020,0
"D09-04191-1",12/17/09,356,"Church of God of Prophecy-","DURHAM","I-SHP","PKUP",2026,478.9
"G09-03035-1",12/17/09,109,"Salvation Army-Jacksonville","ONSLOW","I-SHP","PKUP",2043,183.87
"G09-03036-1",12/17/09,1558,"East Coast Church, Inc.","CARTERET","I-SHP","PKUP",2753,260.28
"R09-08766-1",12/17/09,192,"Gethsemane 7th Day","WAKE","I-TEFR","PKUP",2799,0
"R09-08780-1",12/17/09,1342,"White Oak Foundation","WAKE","I-SHP","PKUP",2900,0
"G09-03034-1",12/17/09,1297,"Lebonon United Methodist Churc","GREENE","I-MFP","MFP",2988,0
"W09-01872-1",12/17/09,"WL114","Mother Hubbard's Cupboard","NEWHANOVER","I-SHP","PKUP",3099,631.88
"S09-02999-1",12/17/09,593,"West End United Methodist Men","MOORE","I-SHP","PKUP",3104,267.12
"G09-03037-1",12/17/09,248,"Ayden Christian Care Center","PITT","I-TEFB","PKUP",3261,0
"D09-04189-1",12/17/09,"DHC002","Durham House/Moreene Road","DURHAM","I-SHP","PKUP",3593,0
"R09-08800-1",12/17/09,533,"Faith Baptist Church/","FRANKLIN","I-DLS","FBNC",4348,0
"G09-03025-1",12/17/09,269,"Wilson County Interfaith","WILSON","I-MFP","MFP",4388,0
"G09-03026-1",12/17/09,1220,"Greene County Interfaith","GREENE","I-MFP","MFP",4548,0
"R09-08801-1",12/17/09,1417,"Bear Swamp Baptist Church","HALIFAX","I-DLS","FBNC",5114,0
"R09-08749-1",12/17/09,533,"Faith Baptist Church/","FRANKLIN","I-TEFR","FBNC",5251,0
"R09-08794-1",12/17/09,848,"Community Helpers Service","WAKE","I-DLS","FBNC",6089,0
"R09-08793-1",12/17/09,"DI068","Victory Faith Church","WAYNE","I-DLS","FBNC",6344,0
"R09-08782-1",12/17/09,196,"Word of Faith","DUPLIN","I-SHP","PKUP",10895,181.35
"R09-08988-1",12/18/09,1238,"St. Paul Missionary Baptist","NASH","I-TEFR","FBNC",86,0
"R09-08812-1",12/18/09,1506,"Basic Needs Ministry","JOHNSTON","I-SHP","PKUP",97,0
"R09-08805-1",12/18/09,1687,"BP - West Millbrook Middle","WAKE","I-SHP","PKUP",114,76.8
"R09-08804-1",12/18/09,1687,"BP - West Millbrook Middle","WAKE","I-SHP","PKUP",140,209.6
"G09-03045-1",12/18/09,1308,"Woodville Baptist Church","CARTERET","I-MFP","MFP",216,0
"G09-03047-1",12/18/09,"DHC018","Unity Village Neighborhood","DURHAM","I-SHP","PKUP",236,0
"S09-03008-1",12/18/09,1381,"Arc Services","RICHMOND","I-SHP","PKUP",289,58.11
"S09-03004-1",12/18/09,425,"Mt. Zion UCC/Rockingham","RICHMOND","I-SHP","PKUP",404,0
"R09-08808-1",12/18/09,1683,"Saint's Delight United Church","FRANKLIN","I-SHP","PKUP",415,0
"R09-08809-1",12/18/09,1655,"Iglesia De Dios Cristo","JOHNSTON","I-SHP","PKUP",443,0
"D09-04195-1",12/18/09,"DI081","DI Durham --Pinecrest Apts","DURHAM","I-SHP","PKUP",467,0
"S09-03006-1",12/18/09,1345,"Mission Agape","MOORE","I-SHP","PKUP",468,52.49
"R09-08806-1",12/18/09,1310,"Stanley Chapel FWB Church","WAYNE","I-TEFR","FBNC",718,0
"D09-04194-1",12/18/09,"DI082","DI Durham-Jehovah's Healing","DURHAM","I-SHP","PKUP",747,0
"R09-08985-1",12/18/09,419,"New Jerusalem Pentecostal","EDGECOMBE","I-TEFR","PKUP",762,0
"D09-04150-1",12/18/09,1275,"Asbury Temple United Methodist","DURHAM","I-TEFB","PKUP",803,0
"R09-08802-1",12/18/09,132,"Upper Room Church of God","WAKE","I-SHP","PKUP",844,0
"R09-08811-1",12/18/09,1692,"Comunidad Christiana Hosanna","WAKE","I-SHP","PKUP",883,0
"R09-08810-1",12/18/09,192,"Gethsemane 7th Day","WAKE","I-SHP","PKUP",962,0
"W09-01879-1",12/18/09,"WL338","Burgaw PFWB","PENDER","I-PKUP","PKUP",1033,92.97
"S09-03007-1",12/18/09,470,"Montgomery Churches in Action/","MONTGOMERY","I-SHP","PKUP",1053,107.19
"S09-03005-1",12/18/09,1602,"Agape Buchanan Featherstone","SCOTLAND","I-SHP","PKUP",1091,71.59
"D09-04166-1",12/18/09,1264,"Roxboro Church of God","PERSON","I-TEFB","PKUP",1221,0
"D09-04193-1",12/18/09,"DI036","Whitted Forest Community","ORANGE","I-DEL","BRN",1912,0
"D09-04148-1",12/18/09,998,"Alliance of AIDS Services-","DURHAM","I-TEFB","PKUP",2020,0
"D09-04192-1",12/18/09,"DI046","Glenn's Grove","ORANGE","I-DEL","BRN",2075,0
"D09-04196-1",12/18/09,1298,"Greater Ransom Way of Cross","VANCE","I-DEL","BRN",2393,0
"G09-03044-1",12/18/09,1308,"Woodville Baptist Church","CARTERET","I-MFP","MFP",3129,38.88
"G09-03046-1",12/18/09,773,"Antioch United Holy Church","PITT","I-MFP","MFP",3358,0
"R09-08798-1",12/18/09,1238,"St. Paul Missionary Baptist","NASH","I-TEFR","FBNC",4365,0
"R09-08860-1",12/18/09,1238,"St. Paul Missionary Baptist","NASH","I-DLS","FBNC",4670,0
"R09-08865-1",12/18/09,1310,"Stanley Chapel FWB Church","WAYNE","I-DLS","FBNC",4852,0
"R09-08862-1",12/18/09,"DI057","Clinton (Rose's Parking Lot)","SAMPSON","I-DLS","FBNC",5139,0
"R09-08803-1",12/18/09,1085,"With Love From Jesus Ministry","WAKE","I-DLS","FBNC",5414,202.5
"R09-08799-1",12/18/09,1597,"Kenly Church of God","WILSON","I-DLS","FBNC",5458,0
"D09-04168-1",12/18/09,492,"Russell Memorial","DURHAM","I-TEFB","PKUP",5516,0
"R09-08864-1",12/18/09,1472,"Emmanuel Hispanic Pentecostal","WAKE","I-DLS","FBNC",5531,0
"R09-08861-1",12/18/09,1692,"Comunidad Christiana Hosanna","WAKE","I-DLS","FBNC",5869,0
"R09-08866-1",12/18/09,"DI067","Spring Hope - Oak Hill Apart.","NASH","I-DLS","FBNC",6535,0
"R09-08735-1",12/18/09,75,"Inter-Faith Council/","ORANGE","I-TEFB","PKUP",8504,0
"R09-09115-1",12/18/09,"AF001","SECOND HARVEST SOUTHEAST NC",,"I-FBO","PKUP",17664,0
"S09-03011-1",12/19/09,181,"Pinebluff United Methodist Men","MOORE","I-DEL","BRN",334,0
"S09-03010-1",12/19/09,1210,"Carthage United Methodist Ch.","MOORE","I-DEL","BRN",691,0
"R09-08807-1",12/19/09,1083,"Samaritan's Shelf","JOHNSTON","I-TEFR","FBNC",3896,0
"R09-08867-1",12/19/09,"DI061","Pleasure Hill Baptist Church","HALIFAX","I-DLS","FBNC",5526,0
"R09-08868-1",12/19/09,"DI066","St. Lukes Nashville","NASH","I-DLS","FBNC",7208,0
"R09-08869-1",12/19/09,1343,"Flowing Waters World Outreach","JOHNSTON","I-DLS","FBNC",7366,0
"D09-04199-1",12/21/09,1703,"Ministerios Guerreros de","DURHAM","I-SHP","PKUP",40,7.2
"W09-01888-1",12/21/09,"WL355","Farmers Union Developmental","COLUMBUS","I-SHP","PKUP",74,21.64
"S09-03009-1",12/21/09,161,"Bethesda, Inc.","MOORE","I-SHP","PKUP",97,17.46
"D09-04213-1",12/21/09,34,"Durham Exchange Club","DURHAM","I-SHP","PKUP",110,17.19
"D09-04207-1",12/21/09,1256,"Walltown Children's Theatre","DURHAM","I-SHP","PKUP",110,0
"D09-04211-1",12/21/09,1307,"Young Memorial United Holy","VANCE","I-SHP","PKUP",110,16.52
"R09-08850-1",12/21/09,365,"Resources For Seniors/NWSC","WAKE","I-SHP","PKUP",118,37.29
"W09-01882-1",12/21/09,"WL394","KC - Wilmington Residential","NEWHANOVER","I-SHP","PKUP",148,13.32
"D09-04204-1",12/21/09,1324,"Freedom House/ Durham Houses","DURHAM","I-SHP","PKUP",216,31.27
"D09-04197-1",12/21/09,20,"Durham Crisis Response Center","DURHAM","I-SHP","PKUP",235,17.1
"D09-04214-1",12/21/09,1497,"Bethlehem Temple Apostolic--","DURHAM","I-SHP","PKUP",271,9.72
"G09-03054-1",12/21/09,1223,"Bibleway Church of God in","LENOIR","I-SHP","PKUP",285,45.27
"D09-04206-1",12/21/09,1523,"Orange County Disability","ORANGE","I-SHP","PKUP",297,36.67
"D09-04203-1",12/21/09,509,"First Pentecostal Church","DURHAM","I-SHP","PKUP",323,29.07
"S09-03018-1",12/21/09,1360,"Mental Health Association","MOORE","I-SHP","PKUP",336,23.55
"D09-04205-1",12/21/09,1515,"The River","DURHAM","I-SHP","PKUP",340,37.08
"W09-01889-1",12/21/09,"WL336","Ashley Center","NEWHANOVER","I-SHP","PKUP",342,42.35
"S09-03017-1",12/21/09,181,"Pinebluff United Methodist Men","MOORE","I-SHP","PKUP",369,38.88
"D09-04212-1",12/21/09,1620,"Just a Clean House","DURHAM","I-SHP","PKUP",376,45.82
"S09-03012-1",12/21/09,1211,"Southern Pines UMC","MOORE","I-SHP","PKUP",388,46.05
"S09-03013-1",12/21/09,1321,"Emmanuel Ministries Church","RICHMOND","I-SHP","PKUP",419,29.88
"D09-04210-1",12/21/09,820,"Durham Rescue Mission's","DURHAM","I-SHP","PKUP",422,30.87
"W09-01881-1",12/21/09,"WL394","KC - Wilmington Residential","NEWHANOVER","I-SHP","PKUP",450,346.97
"D09-04209-1",12/21/09,1307,"Young Memorial United Holy","VANCE","I-SHP","PKUP",570,45.63
"S09-03015-1",12/21/09,956,"Aberdeen Community Club, Inc.","MOORE","I-SHP","PKUP",620,42.66
"G09-03053-1",12/21/09,789,"Koinonia Christian Center","PITT","I-SHP","PKUP",636,71.36
"G09-03051-1",12/21/09,1490,"Faith Outreach Holy Ministries","JONES","I-SHP","PKUP",707,108.81
"R09-08828-1",12/21/09,1590,"W.E.B. Dubois CDC","WAKE","I-SHP","FBNC",717,50.9
"G09-03052-1",12/21/09,1371,"Hoke Street Group Home","CRAVEN","I-SHP","PKUP",721,109.57
"R09-08827-1",12/21/09,1600,"The Word Became Flesh","WILSON","I-SHP","FBNC",726,95.8
"R09-08833-1",12/21/09,1655,"Iglesia De Dios Cristo","JOHNSTON","I-SHP","PKUP",729,47.43
"W09-01884-1",12/21/09,"WL366","Pike Rocky Point Presbyterian","PENDER","I-SHP","PKUP",767,70.94
"G09-03050-1",12/21/09,1605,"Twilight Missionary Baptist","HALIFAX","I-SHP","PKUP",823,100.71
"W09-01887-1",12/21/09,"WL370","KC - Farmers Union CDC","COLUMBUS","I-SHP","PKUP",851,444.81
"D09-04198-1",12/21/09,1703,"Ministerios Guerreros de","DURHAM","I-SHP","PKUP",873,210.92
"R09-08841-1",12/21/09,1282,"Outreach Community Center Inc.","EDGECOMBE","I-SHP","PKUP",893,173.69
"D09-04201-1",12/21/09,1616,"Recovery Center of Durham","DURHAM","I-SHP","PKUP",930,250.84
"D09-04208-1",12/21/09,38,"Area Congregations in Ministry","GRANVILLE","I-SHP","PKUP",948,85.86
"R09-08834-1",12/21/09,10,"Care and Share, Inc.","FRANKLIN","I-SHP","PKUP",960,172.8
"R09-08813-1",12/21/09,1342,"White Oak Foundation","WAKE","I-SHP","PKUP",1020,94.06
"D09-04202-1",12/21/09,1382,"Source Force","ORANGE","I-SHP","PKUP",1025,52.65
"D09-04200-1",12/21/09,1327,"Pine Grove Baptist Church","GRANVILLE","I-SHP","PKUP",1074,89.83
"R09-08831-1",12/21/09,515,"N.C. Family Training/","WAKE","I-DLS","FBNC",1244,177.43
"R09-08838-1",12/21/09,192,"Gethsemane 7th Day","WAKE","I-DLS","FBNC",1336,98.28
"R09-08818-1",12/21/09,1339,"Franklin County Volunteers in","FRANKLIN","I-SHP","PKUP",1430,82.9
"R09-08859-1",12/21/09,1640,"Brown Bag Ministry","WAKE","I-SHP","PKUP",1520,819.65
"R09-08832-1",12/21/09,10,"Care and Share, Inc.","FRANKLIN","I-SHP","PKUP",1544,221.91
"R09-08840-1",12/21/09,1506,"Basic Needs Ministry","JOHNSTON","I-SHP","PKUP",1600,199.48
"S09-03014-1",12/21/09,470,"Montgomery Churches in Action/","MONTGOMERY","I-SHP","PKUP",1662,152
"S09-03019-1",12/21/09,134,"Page United Methodist Church","MOORE","I-SHP","PKUP",1667,368.97
"W09-01886-1",12/21/09,"WL294","Trinity Tabernacle Full","BRUNSWICK","I-SHP","PKUP",1772,199.93
"G09-03040-1",12/21/09,1129,"Senior Home Care Services","PITT","I-TEFB","PKUP",1817,0
"W09-01885-1",12/21/09,"WL344","Believers Home Fellowship","COLUMBUS","I-SHP","PKUP",1923,173.07
"R09-08842-1",12/21/09,1683,"Saint's Delight United Church","FRANKLIN","I-SHP","PKUP",1994,165.49
"R09-08872-1",12/21/09,894,"Pete Norris Ministries Inc.","WAYNE","I-DLS","FBNC",2016,0
"S09-03016-1",12/21/09,1593,"Gibson United Methodist","SCOTLAND","I-SHP","PKUP",2499,265.68
"W09-01883-1",12/21/09,"WL432","Victory Independent","BRUNSWICK","I-SHP","PKUP",2850,294.24
"R09-08816-1",12/21/09,542,"Capital City Christian Church","WAKE","I-SHP","PKUP",2873,275.17
"R09-08789-1",12/21/09,107,"Salvation Army-Greenville","PITT","I-TEFB","PKUP",3055,0
"G09-03049-1",12/21/09,1344,"Maysville United Methodist Chu","JONES","I-MFP","MFP",3567,0
"G09-03039-1",12/21/09,945,"Refuge One Way Church","NASH","I-TEFB","PKUP",3694,0
"W09-01880-1",12/21/09,"WL332","Southport Oak Island Interchur","BRUNSWICK","I-SHP","PKUP",3896,504.94
"R09-08814-1",12/21/09,775,"Bread of Life","WAKE","I-SHP","PKUP",3913,413.08
"G09-03048-1",12/21/09,1277,"First United Methodist Church","ONSLOW","I-MFP","MFP",4376,0
"R09-08788-1",12/21/09,1084,"Richlands Community Outreach","ONSLOW","I-TEFB","PKUP",4721,0
"R09-08815-1",12/21/09,775,"Bread of Life","WAKE","I-TEFR","PKUP",5363,0
"R09-08871-1",12/21/09,1396,"Milagros y Maravillas de Dios","JOHNSTON","I-DLS","FBNC",5389,0
"R09-08843-1",12/21/09,1397,"God's Vision Ministries","FRANKLIN","I-SHP","PKUP",5618,70.74
"R09-08870-1",12/21/09,692,"Glad Tidings Gospel Church","WILSON","I-DLS","FBNC",5779,0
"R09-08873-1",12/21/09,1682,"Greater Joy Missionary Baptist","NASH","I-DLS","FBNC",7035,0
"G09-03041-1",12/21/09,1385,"St. Paul's Episcopal Church","PITT","I-TEFB","PKUP",7418,0
"R09-08839-1",12/21/09,894,"Pete Norris Ministries Inc.","WAYNE","I-TEFR","FBNC",9892,0
"G09-03056-1",12/21/09,1592,"Mt. Carmel, Inc. HELPS","ONSLOW","I-SHP","PKUP",18496,2702.55
"G09-03069-1",12/22/09,1621,"Progressive Action","PITT","I-SHP","PKUP",50,6.3
"G09-03071-1",12/22/09,908,"Abundant Life Miracle Center","CRAVEN","I-SHP","PKUP",88,15.84
"W09-01891-1",12/22/09,"WL243","St Peter The Fisherman Church","NEWHANOVER","I-SHP","PKUP",88,15.57
"W09-01897-1",12/22/09,"WL125","Stepping Stone Manor","NEWHANOVER","I-SHP","PKUP",121,42.74
"R09-08877-1",12/22/09,137,"Tri-Area Ministry","WAKE","I-SHP","PKUP",124,2.52
"R09-08830-1",12/22/09,935,"William Hawkins Yth Ministries","VANCE","I-DLS","FBNC",124,12.08
"R09-08883-1",12/22/09,837,"KC - Homework Haven","WAKE","I-SHP","PKUP",144,92.95
"D09-04228-1",12/22/09,954,"Life Community Services","DURHAM","I-SHP","PKUP",173,15.57
"R09-08824-1",12/22/09,1614,"Louisburg Group Home","FRANKLIN","I-DLS","FBNC",183,23.82
"D09-04227-1",12/22/09,589,"Housing for New Hope","DURHAM","I-SHP","PKUP",201,45.69
"D09-04225-1",12/22/09,944,"Autism Services/Kenwood Dr","DURHAM","I-SHP","PKUP",211,21.6
"W09-01896-1",12/22/09,"WL129","Coastal Horizons","NEWHANOVER","I-SHP","PKUP",211,32.94
"G09-03061-1",12/22/09,986,"Bread of Life/Grifton","PITT","I-SHP","PKUP",214,28.34
"G09-03065-1",12/22/09,1034,"Flynn Christian Fellowship","LENOIR","I-SHP","PKUP",219,39.07
"S09-03021-1",12/22/09,625,"Bethesda Presbyterian Church","MOORE","I-SHP","PKUP",234,23.04
"R09-08906-1",12/22/09,629,"Resources For Seniors","WAKE","I-SHP","PKUP",239,35.15
"R09-08878-1",12/22/09,1260,"Zina Christian Center","WAKE","I-SHP","PKUP",250,55.8
"S09-03029-1",12/22/09,1209,"Prayer and Faith Temple Church","RICHMOND","I-TEFB","PKUP",261,0
"R09-08826-1",12/22/09,294,"Franklin County Group Home","FRANKLIN","I-DLS","FBNC",266,14.24
"S09-03023-1",12/22/09,1378,"Pinetree Community Services","MOORE","I-SHP","PKUP",295,11.46
"R09-08821-1",12/22/09,292,"Warren County Group Home","WARREN","I-DLS","FBNC",306,21.44
"G09-03067-1",12/22/09,1686,"Extended Hands","CRAVEN","I-SHP","PKUP",310,37.89
"S09-03025-1",12/22/09,1378,"Pinetree Community Services","RICHMOND","I-SHP","PKUP",326,13.77
"D09-04220-1",12/22/09,1643,"Calvary UMC","DURHAM","I-SHP","PKUP",332,50.59
"S09-03031-1",12/22/09,72,"RHA Health Services, Inc. -","SCOTLAND","I-SHP","PKUP",376,3.06
"R09-08836-1",12/22/09,295,"Oxford Group Home","GRANVILLE","I-DLS","FBNC",378,25.4
"R09-08900-1",12/22/09,1234,"Progressive Teamwork Outreach","WAKE","I-SHP","PKUP",379,1.8
"D09-04217-1",12/22/09,934,"Urban Ministries of Durham","DURHAM","I-SHP","PKUP",382,25.74
"R09-08829-1",12/22/09,288,"Graham Ave. Group Home","VANCE","I-DLS","FBNC",386,26.84
"D09-04226-1",12/22/09,1213,"Evergreen United Methodist","CHATHAM","I-SHP","PKUP",393,79
"R09-08822-1",12/22/09,289,"Vance-Adult Group Home","VANCE","I-DLS","FBNC",398,29
"R09-08823-1",12/22/09,290,"Roanoke Ave. Group Home","VANCE","I-DLS","FBNC",398,29
"R09-08902-1",12/22/09,493,"Martin Street Baptist Church","WAKE","I-SHP","PKUP",399,35.91
"R09-08835-1",12/22/09,1050,"Brookston Baptist Church","VANCE","I-SHP","PKUP",414,49.25
"R09-08844-1",12/22/09,765,"Mt. Zion Christian Church/","VANCE","I-DLS","FBNC",416,39.44
"R09-08889-1",12/22/09,27,"Day by Day Treatment Center","JOHNSTON","I-SHP","PKUP",419,34.02
